id,name__az,name,name__en,gender,birth_date,given_name,identifier__PACE,identifier__VIAF,image,identifier__freebase,website,identifier__LCAuth,death_date,wikipedia__az,wikipedia__en,name__ru,name__hy,name__pl,wikipedia__commons,wikipedia__ru,name__fr,name__it,name__de,name__tr,name__es,name__nl,wikipedia__azwikiquote,wikipedia__tr,name__cs,name__fa,name__id,name__ka,name__ms,name__sv,name__zh,name__be,wikipedia__be,wikipedia__cs,wikipedia__fa,wikipedia__fr,wikipedia__hy,wikipedia__id,wikipedia__it,wikipedia__ka,wikipedia__ms,wikipedia__pl,wikipedia__sv,wikipedia__zh,name__ro,wikipedia__de,wikipedia__ro,name__ca,name__oc,name__en_gb,wikipedia__azwikibooks,wikipedia__es,name__uk,wikipedia__uk,wikipedia__gag,name__gag,original_wikiname,identifier__BNF,identifier__SUDOC,identifier__ISNI,identifier__NUKAT,identifier__LNB,identifier__FAST,name__hu,last_seen,name__da,name__fo,name__is,name__kl,name__nb,name__nn,name__ja,name__eu,name__tg,identifier__google_knowledge,name__ko,wikipedia__ko,occupation,facebook,name__el,name__he,wikipedia__ruwikinews,wikipedia__tg,wikipedia__pt,wikipedia__vi,name__pt,wikipedia__he,name__sk,name__vi,wikipedia__sk,wikipedia__uz,name__en_ca,wikipedia__el,name__uz,name__ar,wikipedia__ar,wikipedia__bg,name__bg,family_name
Q4130889,İsa Həbibbəyli,İsa Həbibbəyli,Isa Habibbayli,male,1949-10-16,,,266371079,,,,,,İsa Həbibbəyli,Isa Habibbayli,"Габиббейли, Иса Акпер оглы",,,,"Габиббейли, Иса Акпер оглы",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,İsa Həbibbəyli,,122147294,0000 0003 8282 6414,,,,,,,,,,,,,,,,,,academician,,,,,,,,,,,,,,,,,,,,,
Q4131517,İsmayıl Hacıyev,İsmayıl Hacıyev,,male,1951-01-21,,,38805430,,,,,,İsmayıl Hacıyev (tarixçi),,"Гаджиев, Исмаил Мухтар оглы",,,,"Гаджиев, Исмаил Мухтар оглы",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,İsmayıl Hacıyev (tarixçi),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4134058,Məlahət Həsənova,Məlahət Həsənova,,female,1958-04-25,,,,,,,,,Məlahət İbrahimqızı,,"Гасанова, Малахат Ибрагим кызы",,,,"Гасанова, Малахат Ибрагим кызы",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Məlahət İbrahimqızı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4151832,Azay Quliyev,Azay Quliyev,Azay Guliyev,male,1971-06-23,,,,https://upload.wikimedia.org/wikipedia/commons/8/8e/Azay_Quliyev2.jpg,,,,,Azay Quliyev,Azay Guliyev,"Гулиев, Азай Аждар оглы",,,Category:Azay Quliyev,"Гулиев, Азай Аждар оглы",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azay Quliyev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4152762,Əliağa Hüseynov,Əliağa Hüseynov,,male,1946,,,,https://upload.wikimedia.org/wikipedia/commons/a/a4/Əliağa_Hüseynov.jpg,,,,,Əliağa Hüseynov,,"Гусейнов, Алиага Иззят оглы",,,,"Гусейнов, Алиага Иззят оглы",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Əliağa Hüseynov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4167611,Ziyad Səmədzadə,Ziyad Səmədzadə,,male,1940-06-25,,,,,,http://www.samedzade.az,,,Ziyad Səmədzadə,,"Самедзаде, Зияд Алиаббас оглы",,,,"Самедзаде, Зияд Алиаббас оглы",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziyad Səmədzadə,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,
Q4285756,Yaqub Mahmudov,Yaqub Mahmudov,,male,1939-02-10,,,45584775,,,,,,Yaqub Mahmudov,,"Махмудов, Ягуб Микаил оглы",,,,"Махмудов, Ягуб Микаил оглы",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yaqub Mahmudov,167473236,119545780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4300474,Asim Mollazadə,Asim Mollazadə,,male,1953,,,,https://upload.wikimedia.org/wikipedia/commons/5/5f/Asim_Mollazadə_Polşa_Senatında.JPG,,,,,Asim Mollazadə,,"Моллазаде, Асим Назим оглу",,,Category:Asim Mollazadə,"Моллазаде, Асим Назим оглу",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asim Mollazadə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4308291,Rasim Musabəyov,Rasim Musabəyov,Rasim Musabayov,male,1951-01-01,Rasim,,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Rasim_Musabayov.jpg,,,,,Rasim Musabəyov,Rasim Musabayov,"Мусабеков, Расим Насреддин оглы",,,,"Мусабеков, Расим Насреддин оглы",Rasim Musabayov,,,,,Rasim Musabayov,Rasim Musabəyov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rasim Musabəyov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q4725004,Əli Məsimli,Əli Məsimli,Ali Masimov,male,1953-01-03,Ali,,,,,,,,Əli Məsimli,Ali Masimov,,,Əli Məsimov,,,Ali Masimov,,,,Ali Masimov,Ali Masimov,,,,,,,,,,,,,,,,,,,,Əli Məsimov,,,,,,,,,,,Алі Масімов,Алі Масімов,,,Əli Məsimli,,,,,,,Ali Masimov,,,,,,,,アリ・マシムリ,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q5018584,Sabir Rüstəmxanlı,Sabir Rüstəmxanlı,Sabir Rustamkhanli,male,1946-05-20,,,21261716,https://upload.wikimedia.org/wikipedia/commons/a/a0/Sabir_Rüstəmxanlı_-_VOA.jpg,,,n88662250,,Sabir Rüstəmxanlı,Sabir Rustamkhanli,,,,Category:Sabir Rüstəmxanlı,,Sabir Rustamkhanli,,Sabir Rustamkhanli,Sabir Rüstemhanlı,,Sabir Rustamkhanli,,Sabir Rüstemhanlı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabir Rüstəmxanlı,,,,,,237174,,,,,,,,,,,,,,,linguist,,,,,,,,,,,,,,,,,,,,,
Q5241284,Qənirə Paşayeva,Qənirə Paşayeva,Ganira Pashayeva,female,1975-03-24,,,,https://upload.wikimedia.org/wikipedia/commons/9/91/Qənirə_Paşayeva_DQİDK-nın_konfransında.JPG,/m/05zr7zp,http://ganirapashayeva.com,,,Qənirə Paşayeva,Ganira Pashayeva,"Пашаева, Ганира Алескер кызы",,,Category:Qənirə Paşayeva,"Пашаева, Ганира Алескер кызы",Ganira Pashayeva,,,Ganire Paşayeva,Ganira Pashayeva,Ganira Pashayeva,,Ganire Paşayeva,,قنیره پاشایوا,,განირა ფაშაევა,,,,,,,قنیره پاشایوا,,,,,განირა ფაშაევა,,,,,,,,,,,,,,,,,Qənirə Paşayeva,,,,,,,Ganira Pashayeva,,,,,,,,ガニラ・パシャイェヴァ,,,,,,journalist,,,,,,,,,,,,,,,,,غانيرا باشاييفا,غانيرا باشاييفا,,,
Q5366393,Elman Məmmədov,Elman Məmmədov,Elman Mammadov,male,1950-10-18,,,,,,,,,Elman Məmmədov,Elman Mammadov,,,,,,Elman Məmmədov,Elman Məmmədov,,,,Elman Mammadov,,,,,,,,,艾爾曼·馬馬多夫,,,,,,,,Elman Məmmədov,,,,,,,,,,,,,,,,,,Elman Məmmədov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q5506881,Fuad Muradov,Fuad Muradov,Fuad Muradov,male,1979-07-22,Fuad,,,,,,,,Fuad Muradov,Fuad Muradov,,,,,,Fuad Muradov,Fuad Muradov,,,Fuad Muradov,Fuad Muradov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fuad Muradov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57549,Vasif Talıbov,Vasif Talıbov,Vasif Talibov,male,1960-01-14,Vasif,,,https://upload.wikimedia.org/wikipedia/commons/e/ef/Vasif_Talibov_Chairman_of_the_Supreme_Majlis_of_Nakhchivan_AR.gif,/m/02qj45k,,,,Vasif Talıbov,Vasif Talibov,"Талыбов, Васиф Юсиф оглы",,,Category:Vasif Talıbov,"Талыбов, Васиф Юсиф оглы",Vasif Talibov,,Vasif Talıbov,Vasif Talıbov,Vasif Talibov,Vasif Talibov,,Vasıf Talibov,,وصیف طالبوف,,,,,,,,,واصف طالبوف,Vasif Talıbov,,,,,,,,,,Vasif Talıbov,,Vasif Talibov,Vasif Talibov,,,,,,,,Vasif Talıbov,,,,,,,Vasif Talibov,,,,,,,,ヴァジフ・タリボフ,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q6584988,Muxtar Babayev,Muxtar Babayev,,male,1967,,,,,,,,,Muxtar Babayev,,,,,,,,,,Muhtar Babayev,,,,Muhtar Babayev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muxtar Babayev,,,,,,,,,,,,,,,,,,,,,philosophy,,,,,,,,,,,,,,,,,,,,,
Q671930,Mehriban Əliyeva,Mehriban Əliyeva,Mehriban Aliyeva,female,1964-08-26,,,,https://upload.wikimedia.org/wikipedia/commons/6/64/Mehriban_Aliyeva07.JPG,/m/0d7qk2,http://www.mehriban-aliyeva.az/,,,Mehriban Əliyeva,Mehriban Aliyeva,Мехрибан Ариф кызы Алиева,Մեհրիբան Ալիևա,Mehriban Əliyeva,Category:Mehriban Aliyeva,"Алиева, Мехрибан Ариф кызы",Mehriban Alieva,Mehriban Əliyeva,Mehriban Aliyeva,Mehriban Aliyeva,Mehriban Aliyeva,Mehriban Aliyeva,,Mihriban Aliyeva,Mehriban Alijeva,مهربان علیوا,Mehriban Aliyeva,მეჰრიბან ალიევა,Mehriban Aliyeva,Mehriban Alijeva,梅赫里班·阿利耶娃,Мехрыбан Аліева,Мехрыбан Аліева,Mehriban Alijeva,مهربان علیوا,Mehriban Alieva,Մեհրիբան Ալիևա,Mehriban Aliyeva,Mehriban Əliyeva,მეჰრიბან ალიევა,Mehriban Aliyeva,Mehriban Əliyeva,Mehriban Əliyeva,梅赫丽班·阿利耶娃,,Mehriban Əliyeva,,,,,,Mehriban Əliyeva,,,,,Mehriban Əliyeva,,,,,,,Mehriban Aliyeva,,Mehriban Aliyeva,Mehriban Aliyeva,Mehriban Aliyeva,Mehriban Aliyeva,Mehriban Aliyeva,Mehriban Aliyeva,メフリバン・アリエヴァ,Mehriban Aliyeva,Меҳрубон Алиева,,메흐리반 알리예바,메흐리반 알리예바,ophthalmologist,FirstladyofAzerbaijan,,,Категория:Мехрибан Алиева,Меҳрубон Алиева,Mehriban Aliyeva,Mehriban Aliyeva,Mehriban Aliyeva,,Mehriban Alijevová,Mehriban Aliyeva,,Mehribon Aliyeva,,,Mehribon Aliyeva,مهربان علييفا,مهريبان علييفا,,,
Q7408438,Səməd Seyidov,Səməd Seyidov,Samad Seyidov,male,1964-01-18,Samad,,,,,,,,Səməd Seyidov,Samad Seyidov,,,,,,Samad Seyidov,,,,,Samad Seyidov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Səməd Seyidov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q7880869,Ülviyyə Həmzəyeva,Ülviyyə Həmzəyeva,Ulviyya Hamzayeva,female,1982,,,,https://upload.wikimedia.org/wikipedia/commons/0/0d/Ulviyya_Hamzayeva.jpg,,,,,Ülviyyə Həmzəyeva,Ulviyya Hamzayeva,,,,,,Ulviyya Hamzayeva,,,,,Ulviyya Hamzayeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ülviyyə Həmzəyeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7908624,Vahid Əhmədov,Vahid Əhmədov,Vahid Ahmadov,male,1947-04-02,,,,,,,,,Vahid Əhmədov,Vahid Ahmadov,,,,,,Vahid Ahmadov,,,,,Vahid Ahmadov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vahid Əhmədov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,
Q8053080,Yevda Abramov,Yevda Abramov,Yevda Abramov,male,1948-06-12,,,,,,,,,Yevda Abramov,Yevda Abramov,"Абрамов, Евда Сасунович",,,,"Абрамов, Евда Сасунович",Abramov Yevda Sasunoviç,,Yevda Abramov,,Yevda Abramov,Yevda Abramov,Yevda Abramov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yevda Abramov,,,,,,,,,,,,,,,,,,,,,,,,יהודה אברהמוב,,,,,,יהודה אברהמוב,,,,,,,,,,,,
